outlier,views,subs,channel,found_via,ai_hint,published,evergreen,title,url
15.97,145305,9100,瓜田剧场NO1ShortDrama,adjacent,-,2026-08-11,maybe,"한 젊은이가 기근이 닥친 시대에 환생한다. 여덟 명의 눈부시게 아름다운 딸들을 둔 그는 승승장구하여 세계 최고 부자가 되고, 딸들의 운명을 바꿔놓는다.",https://www.youtube.com/watch?v=mHBPT-Pju1E
4.5,40976,9100,瓜田剧场NO1ShortDrama,adjacent,-,2026-08-11,maybe,"멸시받던 시골뜨기가 사실은 기적의 의사였다.단 한 번의 주사로 억만장자를 구했고,미녀 CEO는 그와 결혼했다.그녀는 그저 그가 자신에게 주사를 놓아주기만을 바랐다",https://www.youtube.com/watch?v=yHHtzhO2-fM
