outlier,views,subs,channel,found_via,ai_hint,published,evergreen,title,url
19.2,122694,6390,瓜田剧场NO1ShortDrama,adjacent,-,2026-08-10,maybe,부모에게 살해당한 가난한 청년이 1980년대에 환생한다. 그는 고물상 신세에서 최고 부자가 되어 아름답고 부유한 여인과 결혼하고 모든 적들을 응징한다.,https://www.youtube.com/watch?v=HhdhMJZZvUE
6.69,42732,6390,瓜田剧场NO1ShortDrama,adjacent,-,2026-08-10,maybe,"그의 아내는 바람을 피우고 그를 버렸지만, 그는 순식간에 어떤 시스템을 깨워 무한한 부를 얻고 눈부시게 아름다운 18세 여성 네 명과 결혼했다.",https://www.youtube.com/watch?v=q9JkGaG6F0g
