outlier,views,subs,channel,found_via,ai_hint,published,evergreen,title,url
4.08,171043,41900,瓜田剧场NO1ShortDrama,adjacent,-,2026-09-04,maybe,"모두들 그가 쓸모없다고 생각하지만,그는 최고의 영웅이야!어머니의 복수를 하고,갱단과 싸우고,아름다운 여자들의 사랑을 받아!",https://www.youtube.com/watch?v=hLOjVrmocUw
3.9,267280,68500,The Zac Rios Show,adjacent,-,2026-09-05,maybe,Let's Watch 1 Hour of Vacations DESTROYING People's Finances,https://www.youtube.com/watch?v=uor9kEaRGz8
3.67,173038,47100,TRIGGERnometry Clips,ai-native,-,2026-09-04,maybe,Should We Have A Serious Conversation About Female Police Officers?,https://www.youtube.com/watch?v=NuYSYrtslvs
