outlier,views,subs,channel,found_via,ai_hint,published,evergreen,title,url
3.04,132704,43700,TRIGGERnometry Clips,ai-native,-,2026-07-27,maybe,Did Britain Destroy Itself in 1914? | Peter Hitchens,https://www.youtube.com/watch?v=W4udM5LsZgQ
